2017-12-01 10:44:19,model=Lenovo PB2-690Y_device=PB2PRO,32.17223191270588,34.81432903471879,21.371510446561047,1,00:13:d4:0f:f3:ba,home,1,-94.0
2017-12-01 10:44:25,model=Lenovo PB2-690Y_device=PB2PRO,32.171518494283426,34.813175984725234,23.09284913517567,2,00:13:d4:0f:f3:ba,home,1,-88.0,14:ae:db:b7:99:2d,Guymic,6,-95.0
2017-12-01 10:44:28,model=Lenovo PB2-690Y_device=PB2PRO,32.1714438933753,34.81304191452129,23.60687899675412,2,14:ae:db:b7:99:2d,Guymic,6,-88.0,7c:b7:33:a1:7e:98,HOTFiber-A53E,6,-90.0
2017-12-01 10:44:31,model=Lenovo PB2-690Y_device=PB2PRO,32.17130615324641,34.81279437266647,24.55596314538819,3,7c:b7:33:a1:7e:98,HOTFiber-A53E,6,-79.0,14:ae:db:b7:99:2d,Guymic,6,-81.0,58:b6:33:34:81:a8,RDK,1,-92.0
2017-12-01 10:44:34,model=Lenovo PB2-690Y_device=PB2PRO,32.171249907884345,34.81289670266555,23.800402858298483,1,30:d3:2d:37:20:f4,devolo-0f4,6,-88.0
2017-12-01 10:44:37,model=Lenovo PB2-690Y_device=PB2PRO,32.17051640753656,34.81180156133552,26.74043369312701,3,30:d3:2d:37:20:f4,devolo-0f4,6,-80.0,20:0c:c8:1d:c8:2b,Neeman2.4,1,-87.0,6a:0c:c8:1d:c8:28,Bezeq Free F026CC,1,-87.0
2017-12-01 10:44:40,model=Lenovo PB2-690Y_device=PB2PRO,32.1699931898615,34.81127067049328,28.29107608961947,6,20:0c:c8:1d:c8:2b,Neeman2.4,1,-81.0,6a:0c:c8:1d:c8:28,Bezeq Free F026CC,1,-81.0,fc:15:b4:65:09:20,HP-Print-20-Deskjet 4640 series,1,-83.0,d8:fb:5e:17:62:4d,HOTBOX12,1,-87.0,74:da:3a:97:66:9e,oved-main,6,-87.0,c0:ac:54:f7:27:42,HOTBOX-2E6E,11,-93.0
2017-12-01 10:44:43,model=Lenovo PB2-690Y_device=PB2PRO,32.17099907811188,34.8127954440095,23.707627565310606,1,30:b5:c2:e0:55:9c,Alpha125,6,-82.0
2017-12-01 10:44:46,model=Lenovo PB2-690Y_device=PB2PRO,32.169647131846254,34.81161341529014,28.512742984178185,3,5a:0c:c8:0f:21:90,Bezeq Free T00C36,1,-92.0,62:ee:0c:39:f9:16,BezeqFree,5,-94.0,20:0c:c8:0f:21:93,ELCHARAR_2.4,1,-95.0
2017-12-01 10:44:49,model=Lenovo PB2-690Y_device=PB2PRO,32.170849835194105,34.81265736357054,23.569057097326557,2,c0:a0:bb:cb:59:5b,BezeqNGN_001489_2.4GHz_1,1,-73.0,d0:d4:12:65:19:a2,netbox,1,-96.0
2017-12-01 10:44:52,model=Lenovo PB2-690Y_device=PB2PRO,32.16927293144757,34.810698395921925,29.454341985910418,5,c8:d7:19:da:03:16,forestisthebest,6,-78.0,f4:f2:6d:34:56:54,spielman,1,-79.0,00:f6:63:15:58:81,KaymeraDev,1,-86.0,00:f6:63:15:58:82,KaymeraGuest,1,-86.0,28:80:23:f6:e0:c1,HP-Print-C1-Deskjet 4640 series,11,-87.0
2017-12-01 10:44:56,model=Lenovo PB2-690Y_device=PB2PRO,32.170528349604936,34.8125548850072,22.818796315213877,4,18:d6:c7:fb:1c:0e,Oberyn Martell,8,-79.0,cc:b2:55:e8:4c:e6,INGENEO,6,-87.0,e4:6f:13:73:0a:c2,simon,8,-89.0,06:c2:3e:e4:21:85,HTC,4,-92.0
2017-12-01 10:44:59,model=Lenovo PB2-690Y_device=PB2PRO,32.16993426770817,34.81260337609561,24.567906169844452,7,00:f6:63:15:58:80,kaymeraQA,1,-82.0,e4:6f:13:73:0a:c2,simon,8,-84.0,c0:ff:d4:7b:82:30,Candan,1,-87.0,c0:4a:00:f7:00:c1,Vision Public,10,-89.0,60:e3:27:bf:a1:a5,BARON WIFI 2.4,11,-91.0,a0:4f:d4:42:ba:71,cactus,1,-95.0,cc:16:7e:97:1d:92,KaymeraGuest,1,-95.0
2017-12-01 10:45:01,model=Lenovo PB2-690Y_device=PB2PRO,32.172231912705875,34.81432903471879,21.371510446561043,1,00:25:86:b1:6f:f8,A-Home,6,-81.0
2017-12-01 10:45:11,model=Lenovo PB2-690Y_device=PB2PRO,32.16894315741844,34.81133885115275,27.404751649257825,5,ec:8c:a2:08:a4:5c,LRWN,52,-69.0,c0:ff:d4:7b:82:30,Candan,1,-88.0,e4:6f:13:73:0a:c2,simon,8,-90.0,cc:b2:55:e8:4c:e6,INGENEO,6,-91.0,18:d6:c7:fb:1c:0e,Oberyn Martell,8,-95.0
2017-12-01 10:45:16,model=Lenovo PB2-690Y_device=PB2PRO,32.17223191270588,34.81432903471879,21.371510446561047,1,70:4c:a5:20:be:18,SE-WiFi-Employees,1,-94.0
2017-12-01 10:45:23,model=Lenovo PB2-690Y_device=PB2PRO,32.169893724627585,34.81292430973547,26.968655807400726,3,00:26:5a:10:b7:0a,Einav_1,6,-82.0,e4:6f:13:71:f5:ce,RS_GUEST,9,-92.0,20:0c:c8:2b:2a:14,nina,11,-92.0
2017-12-01 10:45:26,model=Lenovo PB2-690Y_device=PB2PRO,32.16987301587432,34.8126558090326,27.874881423489644,2,20:0c:c8:2b:2a:14,nina,11,-73.0,08:ea:44:74:4b:d5,Nehalem_ISR,1,-92.0
2017-12-01 10:45:29,model=Lenovo PB2-690Y_device=PB2PRO,32.172231912705875,34.81432903471879,21.371510446561043,2,14:ae:db:b2:5f:05,mazia,1,-87.0,80:1f:02:36:04:d0,arama,11,-90.0
2017-12-01 10:45:32,model=Lenovo PB2-690Y_device=PB2PRO,32.169875085621946,34.81230749904962,29.493678022384465,10,00:26:5a:69:94:e3,TUCHLER,6,-81.0,74:da:38:14:4b:88,landau,11,-81.0,74:da:38:a9:1c:df,  InnovationEndeavors,2,-83.0,a0:ab:1b:62:0d:fc,klaiman,2,-86.0,00:21:63:4d:73:31,Astra,6,-86.0,f8:d1:11:b8:3b:7e,Mehta_Up,6,-87.0,5a:ab:1b:62:0d:fd,BezeqFree,2,-87.0,00:0b:6c:4d:1b:3f,UFI_UF230_B3F,6,-89.0,b4:ee:b4:a7:81:5c,HOTBOX-8156,1,-92.0,c0:ff:d4:7b:82:30,Candan,1,-93.0
2017-12-01 10:45:35,model=Lenovo PB2-690Y_device=PB2PRO,32.170523844887164,34.812995884723684,28.34384836043615,5,70:4d:7b:0c:89:50,ter123,6,-82.0,80:1f:02:36:04:d0,arama,11,-84.0,8c:dc:d4:6a:a9:8a,HP-Print-8A-Deskjet 4640 series,11,-89.0,d8:fb:5e:17:62:f5,HOTBOX-62EF,1,-93.0,48:ee:0c:3b:fa:1e,Florida_Israel1,1,-94.0
2017-12-01 10:45:38,model=Lenovo PB2-690Y_device=PB2PRO,32.17025370157433,34.81256792603618,28.930833599014722,3,00:1c:10:09:4f:bc,hot,3,-84.0,d8:fb:5e:17:62:f5,HOTBOX-62EF,1,-85.0,00:78:9e:fa:3b:62,geller,11,-90.0
2017-12-01 10:45:43,model=Lenovo PB2-690Y_device=PB2PRO,32.17034823354938,34.81262125127877,28.43457532375057,3,00:0b:6c:4d:1b:3f,UFI_UF230_B3F,6,-63.0,00:1c:10:09:4f:bc,hot,3,-77.0,14:cc:20:76:b8:2a,Oded,11,-89.0
2017-12-01 10:45:47,model=Lenovo PB2-690Y_device=PB2PRO,32.171567957510895,34.81332951507403,25.189090336222314,4,14:cc:20:76:b8:2a,Oded,11,-65.0,00:12:2a:e1:6c:48,Oded 2.4Ghz,11,-82.0,c0:ac:54:f5:7d:bd,HOTBOX-2017,11,-87.0,14:cc:20:76:c0:8e,TP-LINK_76C08E,1,-93.0
2017-12-01 10:45:50,model=Lenovo PB2-690Y_device=PB2PRO,32.17139605773014,34.81342579549962,24.385025751176848,4,c0:ac:54:f5:7d:bd,HOTBOX-2017,11,-78.0,28:80:23:40:5f:af,HP-Print-AF-Officejet Pro 6830,6,-81.0,14:cc:20:76:c0:8e,TP-LINK_76C08E,1,-86.0,c4:e9:84:83:1a:0a,sirocco_2.4o,11,-91.0
2017-12-01 10:45:53,model=Lenovo PB2-690Y_device=PB2PRO,32.16932145142521,34.81204231026087,28.12613037793636,3,c0:ff:d4:7b:82:30,Candan,1,-91.0,74:da:38:a9:1c:df,  InnovationEndeavors,2,-92.0,06:ae:db:48:af:4d,BezeqFree,9,-93.0
2017-12-01 10:45:59,model=Lenovo PB2-690Y_device=PB2PRO,32.170344281930596,34.81266647551077,27.817090482150796,1,00:0b:6c:4d:1b:3f,UFI_UF230_B3F,6,-92.0
2017-12-01 10:46:05,model=Lenovo PB2-690Y_device=PB2PRO,32.17124617577977,34.81299400332008,27.89929522285505,2,00:12:2a:e1:6c:4c,Oded 5Ghz,48,-82.0,a4:2b:b0:d4:55:36,Motti11,6,-96.0
2017-12-01 10:46:08,model=Lenovo PB2-690Y_device=PB2PRO,32.171760633406606,34.81384803121844,22.156552687817392,3,14:cc:20:76:b8:2a,Oded,11,-92.0,28:80:23:40:5f:af,HP-Print-AF-Officejet Pro 6830,6,-94.0,14:cc:20:76:c0:8e,TP-LINK_76C08E,1,-94.0
2017-12-01 10:46:11,model=Lenovo PB2-690Y_device=PB2PRO,32.17158776237324,34.813326028109316,25.29102494010735,1,00:12:2a:e1:6c:48,Oded 2.4Ghz,11,-84.0
2017-12-01 10:46:14,model=Lenovo PB2-690Y_device=PB2PRO,32.17210264751232,34.81298801892402,30.57267140582383,2,80:26:89:0d:4f:84,DIR-825-4f83,1,-74.0,00:78:9e:fa:0e:5c,Miller,1,-78.0
2017-12-01 10:46:20,model=Lenovo PB2-690Y_device=PB2PRO,32.172231912705875,34.81432903471879,21.371510446561047,1,00:07:26:4f:07:ae,HOTBOX-1A14,6,-91.0
2017-12-01 10:46:23,model=Lenovo PB2-690Y_device=PB2PRO,32.172231912705875,34.81432903471879,21.371510446561043,1,6c:b0:ce:ac:32:9c,dobry2016_5,60,-89.0
2017-12-01 10:46:29,model=Lenovo PB2-690Y_device=PB2PRO,32.17229035177584,34.81404289393093,25.94309935333232,3,c4:a8:1d:12:7d:4c,Orit,6,-80.0,70:5a:0f:b2:64:cd,DIRECT-CC-HP DeskJet 4670 series,6,-89.0,08:3e:5d:5c:72:5e,Lahav,11,-94.0
2017-12-01 10:46:32,model=Lenovo PB2-690Y_device=PB2PRO,32.17188416255771,34.812956003184794,30.282938836372068,3,80:26:89:0d:4f:84,DIR-825-4f83,1,-85.0,60:e3:27:e8:41:e8,Mevohot_3,11,-93.0,74:44:01:39:09:86,Wifi,11,-93.0
2017-12-01 10:46:38,model=Lenovo PB2-690Y_device=PB2PRO,32.172248772345064,34.81436122415093,24.413681564335395,1,14:ae:db:58:73:75,love,1,-70.0
