WigleWifi-1.4,appRelease=2.26,model=Lenovo PB2-690Y,release=6.0.1,device=PB2PRO,display=PB2-690Y_S200032_161214,board=msm8952,brand=Lenovo
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
74:da:38:a9:24:1c,edimax_5G_A9241C,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:51:31,40,-84,32.16937265,34.81071795,29,3,WIFI
c8:d7:19:d4:7c:75,forestisthebest-guest,[ESS],2017-12-01 10:52:13,6,-94,32.16936666,34.81070436,31,3,WIFI
74:da:38:a9:24:1c,edimax_5G_A9241C,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:52:43,40,-79,32.16938116,34.81071282,32,3,WIFI
62:be:f5:40:26:83,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-01 10:55:10,10,-96,32.16935676,34.81068889,29,4,WIFI
34:36:3b:c2:be:b8,Home,[WPA2-PSK-CCMP][ESS],2017-12-01 10:55:46,11,-91,32.16923806,34.81066982,25,3,WIFI
10:be:f5:40:26:82,Home,[WPA2-PSK-CCMP][ESS],2017-12-01 10:56:21,10,-89,32.16916884,34.81065234,31,3,WIFI
18:d6:c7:fb:1c:0e,Oberyn Martell,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-01 10:56:54,8,-89,32.16907372,34.81062139,31,3,WIFI
e4:6f:13:73:0a:c2,simon,[WPA2-PSK-CCMP][ESS],2017-12-01 10:56:58,8,-90,32.1689281,34.81057719,30,3,WIFI
aa:6b:ad:04:c6:a8,DIRECT-a8-HP M477 LaserJet,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:57:01,1,-94,32.16884222,34.8105797,31,3,WIFI
f8:ab:05:46:de:55,Levy,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:57:04,10,-85,32.16876228,34.81066791,31,3,WIFI
c8:d3:ff:57:60:f5,DIRECT-F4-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:57:04,1,-93,32.16876228,34.81066791,31,3,WIFI
ec:8c:a2:09:dd:48,LRWN,[WPA2-PSK-CCMP][ESS],2017-12-01 10:57:19,11,-59,32.16885258,34.81180676,32,3,WIFI
20:0c:c8:2b:2a:14,nina,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:57:37,11,-67,32.16960197,34.81229045,33,3,WIFI
80:1f:02:36:04:d0,arama,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:57:37,11,-76,32.16960197,34.81229045,33,3,WIFI
74:da:38:a9:1c:df,  InnovationEndeavors,[WPA2-PSK-CCMP][ESS],2017-12-01 10:57:37,2,-89,32.16960197,34.81229045,33,3,WIFI
80:1f:02:36:04:d0,arama,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:57:43,11,-67,32.16957574,34.81265851,32,3,WIFI
e0:ce:c3:23:12:30,HOTFiber arama,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:57:43,1,-76,32.16957574,34.81265851,32,3,WIFI
90:8d:78:54:d9:69,Ab,[WPA2-PSK-CCMP][ESS],2017-12-01 10:57:55,10,-95,32.1696487,34.81343376,35,3,WIFI
00:30:4f:91:38:b3,hilda,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:57:55,6,-73,32.1696487,34.81343376,35,3,WIFI
10:0d:7f:83:6c:fe,NETGEAR_DGN2200,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:57:55,11,-93,32.1696487,34.81343376,35,3,WIFI
52:0d:7f:83:6c:ff,Bezeq Free 836CFE,[ESS],2017-12-01 10:57:55,11,-90,32.1696487,34.81343376,35,3,WIFI
c0:ff:d4:7b:82:30,Candan,[ESS],2017-12-01 10:57:55,1,-96,32.1696487,34.81343376,35,3,WIFI
c0:ff:d4:7b:82:30,Candan,[ESS],2017-12-01 10:57:58,1,-90,32.16981779,34.81346387,35,3,WIFI
48:ee:0c:3b:ac:5a,kawasaki,[WEP][ESS],2017-12-01 10:57:58,11,-75,32.16981779,34.81346387,35,3,WIFI
62:ee:0c:3b:ac:5b,Bezeq Free,[ESS],2017-12-01 10:57:58,11,-75,32.16981779,34.81346387,35,3,WIFI
d0:d4:12:64:05:12,shmulik,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:02,11,-80,32.17004926,34.81351135,36,3,WIFI
28:f3:66:9d:dc:cb,Pantum-AP-9DDCCB,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:05,11,-84,32.17021581,34.81353649,37,3,WIFI
e8:cc:18:ac:1a:52,Daizad,[WPA2-PSK-CCMP][ESS],2017-12-01 10:58:08,7,-72,32.17039308,34.81356425,37,3,WIFI
c4:12:f5:f4:82:42,Beni,[WPA2-PSK-CCMP][ESS],2017-12-01 10:58:08,9,-96,32.17039308,34.81356425,37,3,WIFI
16:0c:c3:ee:27:39,Is,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-01 10:58:08,6,-83,32.17039308,34.81356425,37,3,WIFI
00:78:9e:fa:6f:c3,HOTBOX-F028,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:08,1,-85,32.17039308,34.81356425,37,3,WIFI
18:1e:78:86:03:15,HOTBOX-F028,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:11,1,-61,32.17057165,34.81358945,39,3,WIFI
c0:ac:54:f8:6c:8a,amnon,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:11,6,-87,32.17057165,34.81358945,39,3,WIFI
b0:b2:8f:36:a2:b3,yotam17,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:11,10,-91,32.17057165,34.81358945,39,3,WIFI
a4:2b:b0:d4:55:36,Motti11,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:58:11,6,-93,32.17057165,34.81358945,39,3,WIFI
c4:12:f5:f4:82:42,Beni,[WPA2-PSK-CCMP][ESS],2017-12-01 10:58:14,9,-88,32.17076265,34.81362514,40,3,WIFI
c0:ac:54:f7:42:60,HOTBOX,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:14,1,-82,32.17076265,34.81362514,40,3,WIFI
c4:12:f5:f4:82:42,Beni,[WPA2-PSK-CCMP][ESS],2017-12-01 10:58:17,9,-80,32.17094133,34.81363121,41,3,WIFI
c0:ac:54:f7:3c:c2,HOTBOX111,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:17,1,-89,32.17094133,34.81363121,41,3,WIFI
04:a1:51:e0:5f:ee,MNP_HOME_2.4GHz_1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-01 10:58:20,6,-81,32.1710485,34.81352307,40,3,WIFI
00:12:2a:d2:0c:38,test012,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-01 10:58:20,1,-87,32.1710485,34.81352307,40,3,WIFI
fc:75:16:2e:5a:47,My_Internet,[WPA-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:20,10,-88,32.1710485,34.81352307,40,3,WIFI
a0:4f:d4:45:1f:a1,nurit,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:20,1,-95,32.1710485,34.81352307,40,3,WIFI
d8:5d:4c:d1:4d:b0,Yotam _ work _ room,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],2017-12-01 10:58:23,9,-75,32.17105532,34.81334185,40,3,WIFI
f8:ab:05:e9:6d:3d,yotam17,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:23,10,-81,32.17105532,34.81334185,40,3,WIFI
00:26:5a:24:f4:f0,Yotam_Shir,[WPS][WEP][ESS],2017-12-01 10:58:23,8,-90,32.17105532,34.81334185,40,3,WIFI
a0:4f:d4:45:1f:a1,nurit,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:26,1,-74,32.17108533,34.81312098,40,3,WIFI
f8:ab:05:e9:6d:3d,yotam17,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:26,10,-75,32.17108533,34.81312098,40,3,WIFI
90:8d:78:54:22:a1,tal2,[WPA2-PSK-CCMP][ESS],2017-12-01 10:58:26,60,-86,32.17108533,34.81312098,40,3,WIFI
90:8d:78:54:22:a2,tal,[WPA2-PSK-CCMP][ESS],2017-12-01 10:58:26,1,-81,32.17108533,34.81312098,40,3,WIFI
14:cc:20:09:3c:b9,sirocco_2.4o,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:58:26,11,-93,32.17108533,34.81312098,40,3,WIFI
14:ae:db:b7:ab:ad,044870715,[WPA2-PSK-CCMP][ESS],2017-12-01 10:58:29,6,-85,32.17110218,34.81293682,39,3,WIFI
7c:b7:33:ea:b8:ff,yotam17,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:29,10,-93,32.17110218,34.81293682,39,3,WIFI
00:12:2a:e1:6c:4c,Oded 5Ghz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:35,48,-84,32.17091306,34.81276023,40,3,WIFI
28:80:23:40:5f:af,HP-Print-AF-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2017-12-01 10:58:35,6,-78,32.17091306,34.81276023,40,3,WIFI
00:12:2a:e1:6c:48,Oded 2.4Ghz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:35,11,-79,32.17091306,34.81276023,40,3,WIFI
14:cc:20:76:b8:2a,Oded,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:35,11,-81,32.17091306,34.81276023,40,3,WIFI
a4:2b:b0:d4:55:36,Motti11,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:58:35,6,-87,32.17091306,34.81276023,40,3,WIFI
28:80:23:40:5f:af,HP-Print-AF-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2017-12-01 10:58:38,6,-71,32.17074241,34.81267377,40,3,WIFI
14:cc:20:76:b8:2a,Oded,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:38,11,-70,32.17074241,34.81267377,40,3,WIFI
c0:ac:54:f5:7d:bd,HOTBOX-2017,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-01 10:58:38,11,-72,32.17074241,34.81267377,40,3,WIFI
4c:60:de:51:8b:ca,Laufer-wifi,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:58:38,11,-93,32.17074241,34.81267377,40,3,WIFI
14:cc:20:76:c0:8e,TP-LINK_76C08E,[WPS][ESS],2017-12-01 10:58:38,1,-90,32.17074241,34.81267377,40,3,WIFI
00:0b:6c:4d:1b:3f,UFI_UF230_B3F,[WPA-PSK-CCMP][ESS],2017-12-01 10:58:41,6,-75,32.17057552,34.81258739,41,3,WIFI
00:0b:6c:4d:1b:3f,UFI_UF230_B3F,[WPA-PSK-CCMP][ESS],2017-12-01 10:58:44,6,-69,32.17041608,34.81251639,41,3,WIFI
00:1c:10:09:4f:bc,hot,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],2017-12-01 10:58:44,3,-71,32.17041608,34.81251639,41,3,WIFI
e8:94:f6:e2:6e:4b,frank,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:58:50,6,-80,32.17027834,34.81274376,40,3,WIFI
84:16:f9:e4:e3:ca,TP-LINK_E3CA,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:58:50,9,-77,32.17027834,34.81274376,40,3,WIFI
74:da:38:c6:57:9b,edimax.setup,[ESS],2017-12-01 10:58:50,9,-71,32.17027834,34.81274376,40,3,WIFI
c0:ac:54:f8:6c:8a,amnon,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:59:11,6,-78,32.17065401,34.81360361,47,3,WIFI
a8:c8:3a:35:b6:d4,Partner-4G-B6D4,[WPA2-PSK-CCMP][ESS],2017-12-01 10:59:17,1,-92,32.17103853,34.81359455,43,3,WIFI
fc:75:16:2e:5a:47,My_Internet,[WPA-PSK-CCMP+TKIP][ESS],2017-12-01 10:59:20,10,-81,32.17108532,34.81338487,43,3,WIFI
90:8d:78:54:22:a1,tal2,[WPA2-PSK-CCMP][ESS],2017-12-01 10:59:23,60,-78,32.17109229,34.81313135,41,3,WIFI
14:cc:20:09:3c:b9,sirocco_2.4o,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:59:26,11,-83,32.17110715,34.81295,41,3,WIFI
80:26:89:0d:4f:84,DIR-825-4f83,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:59:29,1,-91,32.17106862,34.81283207,36,3,WIFI
a4:2b:b0:d4:55:38,motti-5ghz,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:59:35,40,-88,32.17074693,34.8126719,38,3,WIFI
a4:2b:b0:d4:55:36,Motti11,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:59:35,6,-82,32.17074693,34.8126719,38,3,WIFI
00:14:bf:42:7e:96,hot,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],2017-12-01 10:59:41,9,-88,32.1703328,34.8124744,40,3,WIFI
00:14:bf:42:7e:96,hot,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],2017-12-01 10:59:44,9,-83,32.17013195,34.81237323,40,3,WIFI
d4:6e:0e:3c:44:e1,SIEMENS_LivingRoom,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-01 10:59:44,1,-77,32.17013195,34.81237323,40,3,WIFI
18:d6:c7:97:bd:2a,hot,[WPA2-PSK-TKIP][WPS][ESS],2017-12-01 10:59:44,11,-86,32.17013195,34.81237323,40,3,WIFI
d4:7b:b0:79:65:fc,landau,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:59:47,11,-89,32.16992123,34.81226934,40,3,WIFI
94:57:a5:4b:4f:41,DIRECT-1C-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:59:50,6,-77,32.16969314,34.81217399,40,3,WIFI
06:ae:db:48:af:4d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-01 10:59:50,9,-90,32.16969314,34.81217399,40,3,WIFI
82:2a:a8:bf:94:29,Home,[WPA2-PSK-CCMP][ESS],2017-12-01 10:59:56,11,-70,32.16928044,34.81198781,37,3,WIFI
c0:ff:d4:7b:82:30,Candan,[ESS],2017-12-01 10:59:59,1,-86,32.16907948,34.81188495,38,3,WIFI
f8:d1:11:b8:3b:7e,Mehta_Up,[WPS][ESS],2017-12-01 11:00:05,6,-86,32.16887831,34.8118695,35,3,WIFI
b4:ee:b4:a7:81:5c,HOTBOX-8156,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 11:00:05,1,-93,32.16887831,34.8118695,35,3,WIFI
0c:f4:d5:29:a2:9c,LRWN,[WPA2-PSK-CCMP][ESS],2017-12-01 11:00:08,36,-72,32.16885362,34.81188449,36,3,WIFI
14:cc:20:da:ab:9a,Fuck Off,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 11:00:19,11,-77,32.16902986,34.81190459,33,3,WIFI
82:2a:a8:bf:93:e5,Home,[WPA2-PSK-CCMP][ESS],2017-12-01 11:00:25,1,-85,32.16942426,34.81209986,36,3,WIFI
f8:d1:11:b8:3b:7e,Mehta_Up,[WPS][ESS],2017-12-01 11:00:31,6,-93,32.1699094,34.81230743,38,3,WIFI
d0:d4:12:5e:db:f2,Siemens,[WPA2-PSK-CCMP][ESS],2017-12-01 11:00:34,11,-82,32.17010919,34.81240174,38,3,WIFI
5a:ab:1b:62:0d:fd,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-01 11:00:34,2,-82,32.17010919,34.81240174,38,3,WIFI
8c:dc:d4:6a:a9:8a,HP-Print-8A-Deskjet 4640 series,[ESS],2017-12-01 11:00:34,11,-84,32.17010919,34.81240174,38,3,WIFI
c4:04:15:64:e8:cc,Gillad-1_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 11:00:40,11,-77,32.17053537,34.81259485,37,3,WIFI
14:cc:20:76:c0:8e,TP-LINK_76C08E,[WPS][ESS],2017-12-01 11:00:43,1,-85,32.17071158,34.81270666,38,3,WIFI
a4:2b:b0:d4:55:36,Motti11,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 11:00:49,6,-74,32.17100176,34.81280707,37,3,WIFI
d0:d4:12:5e:db:f2,Siemens,[WPA2-PSK-CCMP][ESS],2017-12-01 11:00:52,11,-93,32.17119137,34.81287892,38,3,WIFI
14:cc:20:76:b8:2a,Oded,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 11:01:01,11,-87,32.1718612,34.81297848,39,3,WIFI
e8:d1:1b:72:74:81,HOTBOX-747B,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 11:01:01,1,-91,32.1718612,34.81297848,39,3,WIFI
80:26:89:0d:4f:84,DIR-825-4f83,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 11:01:04,1,-84,32.17207279,34.81300217,38,3,WIFI
80:26:89:0d:4f:84,DIR-825-4f83,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 11:01:07,1,-76,32.17226238,34.81302647,39,3,WIFI
80:26:89:0d:4f:84,DIR-825-4f83,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 11:01:10,1,-70,32.17239057,34.81308783,38,3,WIFI
70:5a:0f:b2:64:cd,DIRECT-CC-HP DeskJet 4670 series,[WPA2-PSK-CCMP][ESS],2017-12-01 11:01:19,6,-93,32.17235589,34.81368604,36,3,WIFI
a4:2b:b0:ad:2d:34,lellouche,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 11:01:19,5,-82,32.17235589,34.81368604,36,3,WIFI
d8:fb:5e:17:47:f8,sellahome,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 11:01:23,9,-89,32.17230215,34.81400233,37,3,WIFI
80:1f:02:d4:9a:92,Ben-Eliyahu_PC,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 11:01:23,10,-92,32.17230215,34.81400233,37,3,WIFI
c4:a8:1d:12:7d:4c,Orit,[WPA2-PSK-CCMP][ESS],2017-12-01 11:01:26,6,-66,32.17227412,34.81420299,37,3,WIFI
